# id,k,j,i
591543,2,6,2
591544,3,6,2
591545,2,6,2
591547,5,4,3
591548,3,6,3
591549,2,6,2
591550,2,6,2
591551,2,5,2
591552,2,6,2
591553,2,6,2
591554,2,6,2
591555,2,6,2
591556,2,6,2
591557,2,6,2
591558,2,6,2
591559,2,6,2
591560,5,1,2
591561,3,6,2
591562,2,6,2
591563,2,6,2
591564,2,6,2
591565,2,6,2
591566,2,6,2
591567,2,6,2
591568,2,6,2
591569,2,6,2
591572,2,6,2
591573,2,6,2
591574,2,6,2
591575,2,6,2
591576,2,6,2
591578,2,6,2
591579,2,6,2
591581,4,0,2
591582,2,6,2
591583,2,6,2
591584,2,7,3
591585,2,7,2
591587,2,6,2
591588,2,6,3
591589,2,6,2
591590,2,6,3
591591,2,6,2
591593,2,6,2
591595,2,6,2
591596,2,6,2
591597,2,6,2
591601,2,6,2
591604,2,6,3
591606,1,5,3
591609,2,6,2
591611,2,6,3
591612,2,6,2
591613,2,6,2
591614,2,6,3
591615,2,6,2
591616,2,6,2
591618,3,6,2
591620,2,6,2
591621,2,6,3
591624,2,7,2
591625,2,6,2
591626,2,6,2
591627,2,6,2
591628,2,6,2
591629,2,6,2
591630,2,6,2
591631,2,6,2
591632,2,6,2
591633,2,6,2
591634,3,2,2
591635,2,6,2
591636,2,6,2
591638,2,6,2
591639,2,6,2
591640,2,6,2
591641,2,6,2
591642,2,6,2
591643,1,5,2
591644,2,6,2
591645,2,6,3
591648,3,6,2
591650,3,6,2
591652,3,6,3
591653,3,6,2
591654,3,6,2
591655,3,6,3
591656,2,6,2
591657,2,6,2
591658,2,6,1
591660,3,5,2
591661,3,6,3
591662,2,6,2
591669,3,6,2
591670,3,6,3
591671,2,6,2
591674,2,6,2
591677,3,6,2
591679,2,6,3
591680,2,6,3
591681,2,6,3
591682,2,6,2
591687,3,6,2
591688,3,6,2
591689,2,6,2
591690,2,5,3
591692,3,6,3
591693,2,6,3
591694,2,6,2
591695,2,6,2
591696,2,6,2
591697,2,6,2
591698,2,5,3
591699,2,6,2
591700,2,6,2
591702,2,6,2
591703,2,6,2
591704,2,6,2
591705,2,6,3
591706,2,6,2
591707,2,6,2
591708,2,6,2
591709,2,6,1
591711,2,6,2
591712,3,3,3
591713,2,6,2
591714,2,6,2
591715,2,6,2
591717,2,6,3
591719,2,6,3
591721,2,6,2
591722,2,6,2
591724,2,6,3
591725,2,6,2
591726,2,6,3
591727,2,5,3
591730,2,5,2
591731,3,6,2
591732,2,6,2
591733,2,6,2
591734,2,6,2
591735,2,6,2
591737,2,6,2
591738,2,6,2
591740,2,6,2
591741,2,4,2
591742,2,6,2
591743,2,6,2
591744,2,6,3
591746,3,5,3
591747,2,6,2
591748,2,6,2
591749,2,6,2
591751,2,6,2
591752,2,6,3
591753,2,6,2
591754,2,6,2
591755,2,6,2
591756,2,6,3
591757,5,2,3
591758,2,6,2
591759,2,6,3
591760,2,6,2
591761,2,6,3
591762,2,6,3
591763,1,6,2
591764,2,6,3
591765,2,6,2
591767,2,6,3
591768,2,6,2
593069,3,6,4
593070,3,6,4
593071,3,6,4
593072,3,6,4
593073,3,6,4
593074,3,6,4
593075,3,6,4
593076,3,6,4
593077,3,6,4
593078,3,6,3
593079,3,6,4
593080,4,6,4
593081,3,6,4
593082,4,6,4
593083,3,6,4
593084,3,6,5
593085,3,6,4
593086,4,6,5
593087,4,6,5
593088,3,6,5
593089,3,6,5
593090,3,6,5
593091,3,6,4
593092,3,6,5
593094,3,6,5
593095,3,6,4
593096,3,6,5
593097,3,6,5
593098,4,6,5
593099,3,6,4
600496,6,6,2
600497,6,6,2
600498,6,6,1
600499,6,6,2
600500,6,6,2
600501,6,6,2
600502,6,6,2
600503,6,7,2
600504,6,7,2
600505,5,7,5
600511,5,7,5
600512,4,7,5
600514,6,7,2
600515,6,7,2
600517,5,7,2
600518,5,7,2
600519,5,7,5
600520,5,7,5
600521,6,7,4
600522,6,7,3
600523,4,7,5
600524,6,7,2
600525,5,7,5
601250,2,5,2
601251,3,5,3
601252,2,5,2
601253,2,5,2
601254,2,5,2
601255,3,5,2
601256,2,5,2
601258,2,5,2
601259,2,5,2
601260,2,5,2
601262,2,5,3
601263,3,5,2
601264,2,5,4
601265,2,5,3
601266,2,5,2
601267,2,5,3
601268,2,5,3
601269,2,6,3
601270,3,5,2
601271,2,5,3
601272,2,5,2
601273,2,5,3
601274,2,5,3
601275,2,5,2
601276,2,5,2
601277,2,5,3
601278,2,5,3
601279,1,5,3
601280,2,5,2
601281,2,5,5
601282,2,5,4
601283,1,5,2
601284,1,5,3
601285,2,5,2
601286,2,5,3
601287,2,5,2
601289,2,5,2
601290,2,5,3
601291,3,3,2
601292,2,5,2
601293,2,5,3
601294,2,5,2
601295,2,5,3
601296,2,5,3
601297,2,5,3
601298,1,5,2
601299,1,5,2
601300,2,5,3
601301,2,5,3
601302,2,6,3
601303,2,5,3
601304,2,5,3
601306,2,5,2
601307,2,5,2
601308,2,5,2
601309,2,5,3
601310,2,5,2
601311,1,6,4
601312,2,6,3
601313,2,6,4
601314,2,6,4
601315,3,5,2
601316,2,4,2
601317,2,5,2
601318,2,5,2
601319,2,5,2
601320,2,5,2
601321,2,5,2
601322,2,4,2
601323,2,5,2
601326,2,5,2
601327,2,5,2
601328,2,5,2
601329,1,5,3
601331,2,5,2
601332,2,6,2
601333,2,5,1
601334,2,5,2
601335,3,5,2
601336,2,4,1
601337,1,5,2
601338,3,5,2
601339,2,5,2
601340,2,5,2
601341,2,5,1
601342,2,5,2
601343,2,5,2
601344,2,5,2
601345,2,5,2
601346,2,5,2
601347,2,5,1
601348,2,5,2
601349,2,5,2
601351,2,5,2
601352,2,5,2
601353,2,5,2
601354,2,5,2
601355,2,5,3
601356,2,5,2
601357,3,6,2
601358,2,5,2
601359,2,4,2
601360,2,5,2
601361,2,5,3
601363,2,5,4
601364,2,5,2
601365,2,5,5
601366,2,5,4
601367,2,5,2
601368,2,5,3
601369,2,5,3
601370,2,5,3
601371,1,5,4
601372,2,5,3
601373,2,5,3
601374,2,5,3
601375,2,6,5
601376,1,5,3
601377,2,5,2
601378,1,5,3
601379,1,5,3
601380,1,5,2
601381,2,5,2
601382,2,5,3
601383,2,5,3
601384,1,5,3
601385,2,5,4
601386,2,5,3
601387,2,5,3
601388,2,5,2
601389,2,5,3
601390,1,6,4
601391,2,5,4
601392,2,5,4
601393,2,5,4
601394,2,5,2
601395,2,5,4
601396,2,5,4
601397,2,5,4
601398,2,5,2
601399,2,5,4
601400,2,5,4
601401,2,5,4
601402,3,5,4
601403,2,6,4
601404,3,5,4
601405,3,5,4
601406,2,5,4
601407,2,5,2
601408,2,6,4
601409,1,5,4
601410,2,5,2
603800,3,5,4
603801,4,5,3
603802,3,5,3
603803,3,5,3
603804,3,5,3
603805,3,5,3
603806,4,5,3
603807,3,5,4
603808,4,5,3
603809,4,5,3
603810,4,5,4
603811,4,5,3
603812,4,5,4
603813,4,5,4
603814,3,5,4
603815,2,5,3
603816,2,5,3
603817,2,5,3
603818,2,5,3
603820,2,5,4
603821,2,5,4
603822,2,5,3
603823,3,5,4
603824,3,5,3
603825,3,5,2
603826,2,5,2
603827,2,5,2
603828,2,5,3
603829,2,5,2
603830,2,5,2
603831,2,5,2
603832,2,5,2
603833,2,5,3
603834,3,5,3
603835,3,5,3
603836,3,5,4
603838,3,5,3
603839,3,5,4
603840,3,5,3
603841,3,5,3
603843,2,5,2
603844,2,5,2
603845,2,5,2
603846,2,5,2
603847,2,5,2
603848,2,5,2
603849,2,5,3
603850,2,5,2
603851,2,5,2
603852,2,5,3
603853,3,5,3
603854,2,5,3
603855,3,5,3
603856,3,5,3
603857,3,5,3
603858,2,5,3
603859,2,5,3
603860,2,5,3
603861,2,5,3
603862,2,5,2
603863,3,5,4
603864,2,5,2
603865,3,5,4
609332,2,5,2
609333,3,5,2
609334,3,5,2
609335,2,6,2
609336,2,5,2
609337,2,5,2
609338,3,5,2
609339,3,5,2
609340,2,5,2
609341,2,5,3
609342,2,5,2
609343,2,5,2
609344,2,5,3
609345,2,5,2
609346,3,5,2
609347,2,5,3
609348,2,6,3
609349,2,5,2
609350,3,5,2
609351,2,5,2
609352,2,5,2
609353,2,5,3
609354,2,5,2
609355,3,5,2
609356,2,5,3
609357,2,5,2
609358,2,5,2
609359,2,5,2
609360,2,5,2
609361,2,5,2
609362,2,5,2
609363,3,5,2
609364,2,5,2
609365,2,5,2
609366,2,5,2
609367,3,5,2
609368,2,5,2
609369,3,6,2
609370,2,5,2
609371,2,5,3
609372,2,5,2
609373,2,5,2
609374,2,5,3
609375,3,5,2
609376,2,5,3
609378,2,5,1
609379,2,5,2
609380,2,5,2
609381,3,5,1
609383,2,5,2
609384,2,5,2
609385,2,5,3
609387,2,5,2
609388,2,5,2
609389,2,5,2
609390,2,5,3
609391,2,5,2
609392,2,5,2
609393,3,5,2
609394,3,5,2
609395,2,5,2
609396,2,5,2
609398,2,5,2
609399,2,5,2
609400,2,5,2
609401,2,5,2
609402,2,5,3
609403,2,5,2
609404,2,5,2
609405,2,5,2
609573,2,5,3
609574,2,6,2
609575,2,5,3
609576,2,6,3
609577,3,6,3
609578,2,6,2
609579,2,6,3
609580,2,6,3
609581,3,6,3
609582,2,6,3
609583,2,5,3
609584,2,6,3
609585,2,5,3
609586,2,6,3
609587,2,6,3
609588,2,6,3
609589,2,6,3
609590,2,6,3
609591,3,6,2
609592,2,6,3
609593,2,6,3
609594,3,6,2
609595,2,6,3
609596,2,6,3
609597,2,6,3
609598,3,6,2
609599,3,6,2
609600,2,6,3
609601,2,6,3
609602,2,6,3
609603,3,6,2
609604,3,6,2
609605,2,6,3
609606,2,6,3
609607,2,6,2
609608,2,6,2
609609,2,6,2
609611,3,6,2
609612,3,6,2
609613,2,6,2
609614,2,6,2
609615,2,6,3
609616,2,6,3
609617,2,6,2
609618,3,6,3
609619,2,6,2
609620,3,6,3
609621,2,5,3
609622,3,6,2
609623,2,6,2
609624,2,6,3
609625,2,6,2
609626,2,6,3
609627,2,6,3
609628,2,6,3
609629,2,6,2
609630,2,6,3
609631,2,6,3
609632,2,6,3
609633,2,6,3
609634,2,6,3
609635,2,6,2
609636,2,6,3
609637,2,6,3
609638,2,6,3
609639,2,6,3
609640,2,6,3
609641,2,6,3
609642,2,6,3
609643,2,6,3
609644,2,6,3
609645,2,6,3
609646,2,6,3
609647,2,6,2
609648,2,6,2
609649,2,6,3
609650,2,6,3
609651,3,6,3
609652,2,6,3
609653,2,6,3
609654,2,6,3
609655,2,6,3
609656,2,6,3
609657,2,6,3
609658,3,6,3
609659,2,6,3
609660,2,6,3
609661,2,6,3
609662,2,6,2
609663,2,6,2
609664,2,6,3
609665,2,6,3
609666,2,6,3
609667,2,6,3
609668,2,6,2
609669,3,6,3
609670,2,6,3
609671,2,6,3
609672,2,6,3
609673,3,6,2
609674,2,6,2
609675,3,6,2
609676,2,5,2
609677,3,5,2
609678,2,5,3
609679,2,6,2
612899,2,5,3
612900,2,4,3
612901,2,5,3
612902,2,4,3
612903,2,4,3
612904,2,5,3
612905,2,5,3
612907,2,4,3
612908,2,5,2
612909,2,5,2
612911,2,5,2
612912,2,5,2
612914,2,5,2
612916,2,5,3
612918,3,2,3
615009,2,5,2
615010,1,5,2
615011,2,5,2
615012,1,5,2
615013,2,5,2
615014,2,5,3
615015,1,5,3
615017,2,5,3
615018,2,5,2
615019,3,5,2
615020,2,5,3
615021,1,5,3
615022,2,5,2
615023,2,5,2
615024,2,5,2
615025,1,5,3
615026,2,6,3
615027,1,5,2
615028,2,5,2
615029,2,5,2
615030,2,5,2
615031,3,5,2
615032,2,5,3
615033,1,5,2
615034,1,5,2
615035,2,5,2
615036,2,5,2
615037,2,5,2
615038,2,5,2
615039,2,5,2
615040,2,5,2
615041,3,5,2
615042,2,5,2
615044,1,5,2
615045,1,5,3
615046,2,5,3
615047,2,5,2
615048,2,5,2
615049,2,5,2
615050,2,5,3
615051,1,5,2
615052,1,6,2
615053,2,5,2
615054,2,5,2
615055,2,5,2
615056,1,5,3
615057,1,5,3
615058,1,5,3
615059,2,5,2
615060,2,6,3
615061,2,6,3
615062,2,6,2
615063,2,6,2
615064,2,6,2
615065,2,5,2
615066,2,6,2
615067,2,6,2
615068,2,6,2
615069,2,5,2
615070,2,6,3
615071,2,6,2
615072,2,6,2
615073,1,6,2
615074,3,5,2
615075,2,6,2
615076,2,6,3
615077,2,6,3
615078,2,6,2
615079,2,6,2
615080,2,6,2
615081,2,5,2
615082,3,6,2
615083,2,5,2
615084,2,5,2
615085,2,5,2
615086,2,6,2
615087,3,6,2
615088,3,6,2
615089,3,5,2
615090,2,6,2
615091,2,6,3
615092,2,6,3
615093,2,6,2
615094,3,6,2
615095,3,6,2
615096,2,5,3
615097,2,5,3
615098,3,5,2
615099,2,5,2
615100,3,6,3
615101,2,5,2
615102,3,6,2
615103,2,6,2
615104,2,6,2
615105,2,6,2
615106,2,5,2
615107,3,5,2
615109,2,6,2
615110,2,6,2
615114,2,6,3
615115,2,6,2
615116,2,6,2
619984,2,4,3
619985,2,5,3
619986,2,5,3
619987,2,5,3
619988,2,5,2
619989,1,5,3
619990,2,5,3
619991,2,5,3
619992,2,4,3
619993,2,5,2
619994,2,5,3
619995,2,5,3
619996,2,5,3
619997,2,5,3
619998,2,5,3
620000,2,5,3
620001,2,5,2
620002,2,5,3
620003,2,5,2
620004,2,5,3
620005,2,6,2
620006,4,3,3
620007,2,5,2
620008,2,5,2
620009,2,5,4
620010,2,5,3
620011,2,5,2
624060,0,3,4
624061,2,4,3
624062,2,4,2
624063,2,4,2
624064,2,4,2
624776,3,5,3
624777,3,5,3
624778,2,5,3
624779,3,5,2
624780,2,5,2
624781,2,5,2
624782,2,5,3
624783,2,5,3
624784,2,5,3
624785,2,5,3
624786,2,5,3
624787,2,5,3
624788,2,5,3
624789,2,5,3
624790,2,5,3
624791,2,5,3
624792,2,5,3
624793,2,5,3
624794,3,5,3
624795,2,5,3
624796,2,5,2
624797,2,5,3
624798,3,5,3
624799,3,4,3
624800,2,5,3
624801,3,5,3
624802,5,3,4
624803,2,5,2
624804,3,5,3
624805,3,5,3
624806,3,5,3
624807,2,5,2
624808,2,5,3
624809,2,5,3
624810,2,5,3
624811,3,5,3
624812,2,5,3
624813,3,5,3
624814,2,5,3
624815,3,5,3
624816,2,5,2
624817,2,5,3
624818,2,5,3
624819,3,5,2
624820,2,5,2
624821,3,5,2
624822,2,5,3
624823,2,5,2
624824,2,5,3
624825,2,5,2
624826,2,5,3
624827,2,5,3
624828,2,5,3
624829,2,5,3
624830,2,5,2
624831,2,5,3
624832,2,5,3
624833,2,5,3
624834,2,5,3
624835,2,5,2
624836,2,5,3
624837,2,5,3
624838,2,5,3
624839,2,5,3
624840,2,5,3
624841,2,5,3
624842,2,5,3
624843,3,5,3
624844,3,5,3
624845,2,5,3
624846,2,5,3
624847,3,5,3
624848,2,5,3
624849,2,5,3
624850,2,5,3
624851,3,5,3
624852,3,5,3
624853,4,3,4
624854,3,5,3
624855,2,5,2
624856,2,5,3
624857,2,5,2
624858,2,5,3
624859,2,5,2
624860,3,5,3
624861,2,5,2
624862,3,5,2
624864,3,5,2
624865,2,5,3
624866,2,5,3
624867,2,5,3
624868,4,5,3
624869,3,5,3
624870,3,5,1
624871,2,5,4
624872,2,5,3
624873,2,5,2
624874,2,5,3
624875,3,5,2
624876,2,5,3
624877,2,5,3
624878,3,5,3
624879,3,5,3
624880,2,5,3
624881,3,5,4
624882,2,5,3
624883,2,5,3
624884,2,5,3
624885,2,5,3
624886,2,5,2
624887,2,5,2
624888,2,6,3
628436,4,4,2
628437,4,4,3
628438,4,5,3
628440,5,4,4
628442,4,4,3
628444,4,5,2
628446,4,4,3
628448,4,4,3
628450,4,4,3
628452,4,4,3
628454,4,5,2
628456,4,4,3
628458,4,4,2
628460,4,4,2
628462,4,4,2
628464,4,4,2
628467,2,3,4
628468,4,3,1
628469,2,4,4
628470,2,3,3
628471,3,3,2
628472,1,3,4
628473,4,3,1
628474,2,4,4
628475,4,4,2
628476,2,4,4
628477,4,4,2
628478,1,4,4
628479,3,3,2
628480,2,4,4
628481,1,3,4
628482,4,3,1
628483,1,4,4
628484,4,3,1
628485,1,4,5
628486,4,3,2
628487,4,3,3
628488,3,3,3
628489,3,3,2
628490,1,4,4
628491,4,3,2
628492,2,4,4
628493,4,3,3
628494,2,4,5
628495,3,3,2
628496,2,4,4
628497,4,4,2
628498,3,4,4
628499,2,3,5
628500,4,4,2
628501,3,3,3
628502,4,4,2
628503,2,4,4
628504,2,4,5
628505,4,4,2
628506,2,3,4
628507,3,4,2
628508,3,3,4
628509,4,3,2
628510,3,3,3
628511,1,3,5
628512,3,3,2
628513,1,3,4
628514,4,3,1
628515,2,3,5
628516,4,4,2
628517,4,5,3
628518,3,5,2
628519,2,3,4
628520,3,4,2
628522,2,3,3
628523,3,4,2
628524,1,3,3
628525,3,4,2
628526,2,3,4
628527,3,4,2
628528,2,3,3
628529,3,4,2
628530,2,4,3
628531,3,4,2
628532,2,4,4
628533,3,4,2
628534,3,4,3
628535,2,4,3
628536,3,4,2
628537,1,4,3
628538,3,4,2
628539,2,4,4
628540,3,5,2
628541,2,4,3
628542,4,5,2
628543,2,4,4
628544,3,4,2
628545,3,3,7
628546,3,4,2
628547,2,4,3
628548,3,4,2
628549,3,5,3
628550,3,4,2
628551,2,4,3
628552,3,4,2
628553,2,4,3
628554,3,4,3
628555,2,3,3
628556,3,4,2
628557,2,4,4
628558,4,4,2
628559,2,3,4
628560,3,4,2
628561,2,3,4
628562,3,4,2
628563,3,5,2
628564,2,3,4
628565,3,4,3
628566,2,3,4
628567,4,4,2
636531,6,6,2
636532,7,6,2
636533,7,7,4
636534,6,6,1
636535,7,6,4
636536,7,6,3
636537,7,6,3
636538,7,6,4
636539,5,6,6
636540,5,7,5
636541,5,7,6
636542,5,7,5
636543,5,7,5
636544,5,7,5
636545,5,7,6
636546,5,7,6
636547,5,7,6
636548,4,7,6
636550,6,6,3
636551,5,6,5
636552,6,6,3
636553,5,7,5
636554,5,7,5
636555,6,6,3
636556,5,7,5
636557,7,6,3
636558,5,7,6
636559,5,7,6
636560,7,6,2
636561,5,6,6
636562,7,6,3
636563,7,7,3
636564,3,6,6
636565,7,6,3
636566,5,6,5
636567,7,7,3
636568,7,6,3
636569,6,6,4
636570,4,7,6
636571,7,6,3
636572,7,6,4
636573,5,6,5
636574,7,6,3
636575,5,7,5
636576,6,7,4
636577,5,6,5
636578,7,7,4
636579,5,7,5
636580,7,7,4
636581,5,6,5
636582,6,6,4
636583,5,6,5
636584,7,6,4
636585,5,6,6
636586,6,6,4
636587,5,6,6
636588,6,6,4
636589,5,6,5
636590,6,6,4
636591,5,6,5
636592,6,6,4
636593,5,6,5
636594,6,6,4
636595,6,6,5
636596,6,6,4
636597,5,6,5
636598,6,6,4
636599,5,6,5
636600,6,6,4
636601,5,7,5
636602,6,7,4
636603,5,6,5
636604,6,6,3
636605,5,7,6
636606,6,6,4
636607,5,6,5
636608,6,6,3
636609,6,6,5
636610,6,6,4
636611,5,6,5
636612,6,6,4
636613,5,6,5
636614,6,6,4
636615,5,6,5
636616,4,6,6
636617,4,6,6
636618,4,6,6
636619,6,6,5
636620,6,5,5
636621,6,6,5
636622,6,5,5
636623,6,5,4
636624,5,6,6
636625,5,6,6
636626,5,6,5
636627,5,6,5
636628,4,6,5
636629,5,6,6
636631,4,6,6
636632,5,6,5
636633,5,6,5
636634,5,6,5
636635,5,6,5
636636,5,6,5
636637,6,6,5
636638,6,5,5
636639,6,6,4
637311,2,5,2
637312,2,5,2
637313,2,5,2
637314,2,5,2
637315,2,5,2
637316,2,5,2
637317,2,5,2
637318,2,5,3
637319,2,5,2
637320,1,5,2
637321,2,5,2
637322,2,5,2
637323,2,4,3
637324,2,5,2
637325,2,5,2
637326,2,4,2
637327,1,2,3
637328,2,4,2
637329,2,5,2
637331,2,5,3
637332,2,5,2
637333,2,5,2
637334,2,5,3
637335,2,5,2
637336,2,5,2
637337,2,5,2
637338,1,5,3
637339,2,5,2
637340,2,5,2
637341,2,5,3
637342,2,4,2
637343,2,5,2
637344,1,5,3
637345,2,4,2
637346,2,5,2
637347,2,4,3
637348,2,4,3
637349,2,4,2
637350,1,4,2
637351,2,4,3
637352,2,5,2
637353,2,5,2
637354,2,5,3
637356,2,4,2
637357,2,5,3
637359,2,5,2
637360,2,5,2
637362,2,5,2
637363,2,4,3
637364,2,5,2
637365,2,5,2
637366,2,4,2
637367,2,4,2
637368,2,4,2
637369,1,4,3
637370,2,5,2
637371,1,5,2
637373,2,5,3
637374,2,4,2
637375,2,4,3
637376,2,4,3
637377,2,5,3
637378,2,5,3
637379,2,5,1
637380,3,5,2
637381,2,5,3
637382,2,5,2
637383,2,5,2
637384,2,5,2
637385,3,4,2
637386,2,5,2
637387,2,4,2
637388,1,5,2
637389,2,5,2
637390,2,5,2
637391,2,4,2
637392,2,5,2
637394,2,5,3
637395,3,5,2
637396,2,5,2
637398,1,5,2
637399,3,5,2
637400,2,5,2
637401,3,5,2
637402,2,5,2
637403,3,5,2
637404,2,5,2
637405,2,5,2
637406,2,5,2
637407,3,4,2
637408,2,5,2
637409,2,5,2
637410,2,5,2
637411,2,5,2
637413,2,5,2
637414,2,5,2
637415,3,5,2
637416,2,5,2
637417,2,5,2
637418,2,5,3
637419,2,5,2
637420,2,5,2
637421,2,5,2
637422,2,5,2
637423,2,5,2
637424,2,5,2
637425,2,5,2
637426,2,5,2
637427,2,5,2
637428,2,5,2
637429,2,5,2
637430,2,6,3
637431,2,6,3
637432,2,6,3
637434,2,6,2
637437,2,6,2
637439,2,6,2
637444,2,6,3
637447,2,6,2
637451,2,6,3
637454,2,6,2
637455,3,6,2
637456,2,6,3
637459,3,6,2
637461,2,6,2
637462,3,6,2
637466,2,6,3
637469,2,6,2
637470,3,6,2
637471,3,6,2
637473,1,6,2
637474,2,6,2
637475,2,6,3
637476,2,6,3
637478,3,6,2
637479,2,6,2
637480,1,6,3
637481,2,6,2
637483,3,6,3
637489,3,6,2
637490,3,6,3
637492,3,6,2
637493,2,6,3
637494,3,6,2
637495,3,6,2
637496,3,6,2
637498,2,6,3
637499,3,6,2
637501,3,6,2
637507,3,6,2
637508,3,6,2
637509,3,6,3
637510,3,6,2
637516,2,6,2
637518,3,6,2
637521,3,6,3
637522,3,6,3
637528,2,6,3
637529,3,6,2
637530,3,6,3
637532,2,6,2
637535,3,6,2
637536,3,5,3
641313,3,6,3
641314,2,6,2
641315,2,6,3
641317,2,6,2
641318,2,6,2
641319,3,6,3
642597,2,3,2
642598,2,3,2
642599,2,3,3
642600,2,3,3
642601,2,3,3
642602,2,3,2
642603,2,3,2
642604,2,3,3
642605,2,3,2
642606,2,3,2
642607,2,3,3
642608,2,3,3
642609,2,3,3
642610,2,3,2
642611,2,3,2
642612,2,3,3
642613,2,3,3
642614,2,3,3
642615,2,3,2
642616,2,3,2
642617,2,3,3
642618,2,3,3
642619,2,3,3
642620,2,3,3
642621,2,3,2
642622,2,3,3
642623,2,3,2
642624,2,3,3
642625,2,3,2
642626,2,3,3
642627,2,2,2
642628,2,3,3
642629,2,3,2
642630,2,3,3
642631,2,3,2
642632,2,3,3
642633,2,3,2
642634,2,3,3
642635,2,3,2
642637,2,3,3
642638,2,3,2
642639,2,3,3
642640,2,3,2
642641,2,3,3
642642,2,3,2
642643,2,3,3
642644,2,3,2
642645,2,3,3
642647,2,3,3
642648,3,3,2
642649,2,3,2
642650,2,3,2
642651,2,3,3
642652,2,3,3
642653,2,3,2
642654,2,3,2
642655,2,3,2
642656,2,3,3
642657,2,3,2
642658,2,3,2
642659,2,3,3
642660,2,3,3
642661,2,3,3
642662,2,3,2
642663,2,3,2
642664,2,3,2
642665,2,3,2
642666,2,3,2
642667,2,3,2
642668,2,3,2
642669,2,3,2
642670,2,3,2
642671,2,3,2
642672,2,3,2
642673,2,3,2
642674,2,3,2
642675,2,3,2
642676,2,3,2
642677,2,3,2
642678,2,3,2
642679,1,3,3
642680,2,3,2
642681,1,3,2
642682,2,3,3
642683,2,4,2
642684,2,3,2
642685,2,3,3
642686,2,3,3
642687,2,3,3
642688,2,3,3
642689,2,3,2
642690,2,3,2
642691,2,3,2
642692,2,3,2
642693,2,3,2
642694,2,3,2
642695,2,3,3
642696,2,3,2
642697,2,3,3
642698,2,3,2
642699,1,3,2
642700,2,3,2
642701,2,3,3
642702,1,3,3
642703,2,3,3
642704,1,3,3
642705,2,3,3
642706,2,3,3
642707,2,3,3
642708,2,3,3
642709,2,3,3
642710,2,2,3
642711,2,3,3
642712,2,3,3
642713,2,3,3
642714,2,3,3
642715,2,3,3
642716,2,3,3
642717,2,3,3
642718,2,3,3
642719,2,3,3
642720,2,3,3
642721,2,3,3
642722,2,3,3
642723,2,3,3
642724,2,2,3
642725,2,3,3
642726,2,3,2
642727,2,3,2
642728,2,3,3
642730,2,3,3
642731,2,3,3
642732,2,3,3
642733,2,3,3
642734,2,3,3
642735,2,3,3
642736,2,3,3
642737,2,3,3
642738,2,3,3
642739,2,3,3
642740,2,3,3
642741,2,3,3
642742,2,3,3
642743,2,3,3
642744,2,3,3
642745,2,3,3
642746,2,3,3
642747,2,3,4
642748,2,3,3
642749,2,3,2
642750,2,3,2
642751,2,3,2
642752,2,3,2
642753,2,3,3
642754,2,3,3
642755,1,3,3
642756,2,3,2
642757,2,3,3
642758,2,3,2
642759,1,3,3
642760,2,3,2
642761,2,3,3
642762,2,3,3
642763,2,3,2
642764,2,3,2
642765,1,3,3
642766,2,3,3
642767,1,3,3
642768,2,3,3
642769,2,3,3
642770,2,3,3
642771,2,3,3
642773,2,3,3
642774,2,3,3
642775,2,3,2
642776,1,3,3
642777,2,3,2
642778,1,3,2
642779,1,3,2
642780,2,3,3
642781,2,3,2
642782,2,3,3
642783,2,3,2
642784,2,3,3
642785,2,3,2
642786,3,3,3
642787,2,4,3
642788,2,3,3
642789,2,4,3
642790,1,4,2
642791,1,3,2
642792,1,3,2
642793,2,3,3
642794,1,3,2
642795,1,3,2
642796,1,3,3
642797,1,3,2
642798,2,3,3
642828,4,6,2
642880,4,6,3
642899,3,6,4
642900,3,6,4
642901,3,6,4
642902,2,6,5
642903,4,6,5
642904,3,6,5
642905,4,6,5
642906,3,6,4
642907,3,6,5
642908,3,6,5
642909,3,6,5
642910,3,6,5
642911,3,6,5
642912,3,6,5
642913,3,6,5
642914,3,6,4
642915,3,6,5
642916,3,6,5
642917,3,6,4
642918,3,6,4
642919,3,6,5
642920,3,6,5
642921,3,6,4
642922,3,6,4
642923,3,6,4
642924,3,6,4
642925,3,6,5
642926,3,6,4
642927,3,6,4
642928,3,6,4
642929,3,6,4
642930,4,6,4
642931,4,6,4
642932,3,6,4
642933,3,6,5
642934,3,6,4
642935,3,6,4
642936,4,6,4
642937,2,6,4
642938,3,6,4
642939,4,6,4
642940,2,6,4
642941,3,6,4
642942,3,6,4
642943,4,6,5
642944,3,6,5
642945,3,6,4
642946,3,6,5
642947,3,6,4
642948,4,6,5
642949,3,6,4
642950,3,6,4
642951,3,6,4
642952,3,6,4
642953,3,6,4
642954,3,6,4
642955,3,6,4
642957,3,6,4
642958,3,6,5
642959,3,6,5
642960,3,6,5
642961,3,6,4
642962,3,6,5
642963,3,6,4
642964,3,6,4
642965,3,6,5
642966,2,6,4
642967,3,6,4
642968,3,6,4
642969,3,6,4
642970,3,6,4
642971,3,6,4
642972,3,6,4
642973,3,6,4
642974,3,6,4
642975,3,6,4
642976,3,6,4
642977,3,6,4
642978,3,6,4
642979,3,6,4
642980,3,6,4
642981,3,6,4
642982,3,6,4
642983,3,6,4
643735,2,5,2
643736,1,5,3
643737,2,5,2
